场景路径,段落名称,动画名称,使用次数
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_reaction,johnny__sit_chair_lean180__arms_legs_crossed__01__facepalm__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_pissed_02,johnny__stand__lh_pocket__01__look_left__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_relax_johnny,johnny__stand__lh_pocket__01__hurry_up__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_02_nod,stand__2h_front__01__nod__respectful__02,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_street_guard_to_hanako,yes__approval__male__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_getting_from_the_bar_animation,sit_barstool_bar_lean270__lh_on_bar__wipe_nose__01__to__sit_barstool_bar_lean270__lh_on_bar__01__turn0__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_drinking,hanako__sit_barstool_bar_lean90__rh_on_bar_legs_crossed__01__sip_drink__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_drinking,additive__closed_eyes__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_stopping_scenespots,other_gesture__false_smile__female__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_08,stand__2h_front__01__stop__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_getting_up,hanako__sit_barstool_bar_lean90__rh_on_bar_legs_crossed__01__to__walk_0__turn180__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_11,stand__2h_back__01__describe_left__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_12,glance__looking_left__female__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_NEW_about_yorinobu,hanako__stand__2h_front__01__sing__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_NEW_about_yorinobu,glance__looking_down_thinking__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_time,glance__looking_down_thinking__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_shock,no__subtle__female__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_shock,glance__front_close__female__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_conclusion,glance__looking_down__female__01,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_conclusion,no__firm__female__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_conclusion,hanako__stand__2h_front__01__rub_hands__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_conclusion,hanako__stand__2h_front__01__talk__03,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_power,no__long__female__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_family,yes__sad__female__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_family,johnny__sit_chair_lean180__arms_legs_crossed__01__laugh__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_dont_know,yes__subtle__female__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_family_answer,yes__sad__female__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_family_answer,johnny__sit_chair_lean180__arms_legs_crossed__01__laugh__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_family_answer,glance__looking_down_thinking__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_ym mo,glance__looking_down_thinking__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_cut_to_the_chase,emotional_gesture__disappointed__female__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_common_section,hanako__stand__2h_front__01__sigh__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_common_section,glance__looking_down__female__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_common_section,hanako__stand__2h_front__01__shuffle__02,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_common_section,yes__firm__female__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_common_section,hanako__stand__2h_front__01__sing__04,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_common_section,glance__looking_left__female__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_soulkiller_do_you_have,hanako__stand__2h_front__01__talk__02,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_waitress_bow,stand_bow0__2h_front__01__bow__01,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_stop_anim,stand__2h_front__01__stop__neutral__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_player_cough,idle_stand__01__cough__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_,stand__2h_front__01__describe_front__01,1
