场景路径,段落名称,动画名称,使用次数
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_inital_pose2,hanako__sit_chair_lean0__play_piano__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_no_love_for_corpo_01,fpp_idle_stand,1
base\quest\testgym\meethanako.scenesolution,q115_00b_conclusion,fpp_idle_stand,2
base\quest\testgym\meethanako.scenesolution,q115_00b_family_answer_01,fpp_idle_stand,1
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_beginning,fpp_idle_stand,1
base\quest\testgym\meethanako.scenesolution,q115_00b_common_section,fpp_idle_stand,2
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_nervous,fpp_idle_stand,2
base\quest\testgym\meethanako.scenesolution,q115_00b_what_do_u_mean,fpp_idle_stand,1
base\quest\testgym\meethanako.scenesolution,q115_00b_angry_mean,hanako__stand__2h_front__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_mikoshi,johnny__stand_bar_lean0__2h_on_bar__01__shuffle__02,1
base\quest\testgym\meethanako.scenesolution,q115_00b_mikoshi,q115__hanako_goes_to_bar__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_mikoshi,johnny__stand_bar_lean0__2h_on_bar__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_mikoshi,hanako__sit_barstool_bar_lean90__rh_on_bar_legs_crossed__01,2
base\quest\testgym\meethanako.scenesolution,q115_00b_mikoshi,hanako__sit_barstool_bar_lean90__rh_on_bar_legs_crossed__01__sip_drink__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_36,q115__hanako_goes_to_bar__02,1
base\quest\testgym\meethanako.scenesolution,q115_00b_36,hanako__sit_barstool_bar_lean90__rh_on_bar_legs_crossed__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_disturbing_conlusion,johnny__stand_bar_lean0__2h_on_bar__01__shuffle__02,1
base\quest\testgym\meethanako.scenesolution,q115_00b_disturbing_conlusion,johnny__stand_bar_lean0__2h_on_bar__01,2
base\quest\testgym\meethanako.scenesolution,q115_00b_stopping_scenespots,hanako__sit_barstool_bar_lean90__rh_on_bar_legs_crossed__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_stopping_scenespots,johnny__stand__lh_cigarette__aggressive__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_stopping_scenespots,johnny__stand_bar_lean0__2h_on_bar__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_player_sitting_animation,sit_barstool_bar_lean270__lh_on_bar__02,1
base\quest\testgym\meethanako.scenesolution,q115_00b_player_sitting_animation,stand__2h_on_sides__01__to__sit_barstool_bar_lean270__lh_on_bar__02__turn45__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_35,johnny__stand__lh_cigarette__aggressive__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_v_drinking,sit_barstool_bar_lean270__lh_on_bar__02,1
base\quest\testgym\meethanako.scenesolution,q115_00b_v_drinking,sit_barstool_bar_lean270__lh_on_bar__01__sip_drink__02,1
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_conclusion,bouncer__walk_0__to__stand__2h_back__01__turn90__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_conclusion,johnny__stand_bar_lean0__2h_on_bar__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_conclusion,fpp_idle_stand,1
base\quest\testgym\meethanako.scenesolution,q115_00b_17,fpp_idle_stand,1
base\quest\testgym\meethanako.scenesolution,q115_00b_17,walk_0__to__stand__2h_front__01__turn0__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_40,fpp_idle_stand,1
base\quest\testgym\meethanako.scenesolution,q115_00b_22,walk_0__to__stand__2h_front__01__turn90__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_22,fpp_idle_stand,1
base\quest\testgym\meethanako.scenesolution,q115_00b_good_offert,fpp_idle_stand,1
base\quest\testgym\meethanako.scenesolution,q115_00b_good_offert,stand__2h_back__01__to__stand__2h__front__01__turn0__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_rather_not_offert,stand__2h_front__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_rather_not_offert,stand__2h_back__01__to__stand__2h__front__01__turn0__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_nervous_johnny,sit_barstool_bar_lean270__lh_on_bar__01__to__sit_barstool_bar_lean270__lh_on_bar__wipe_nose__01__turn0__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_nervous_johnny,fpp_idle_stand,1
base\quest\testgym\meethanako.scenesolution,q115_00b_nervous_johnny,johnny__stand__lh_cigarette__aggressive__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_furious_johnny,fpp_idle_stand,2
base\quest\testgym\meethanako.scenesolution,q115_00b_furious_johnny,hanako__sit_barstool_bar_lean90__rh_on_bar_legs_crossed__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_furious_johnny,sit_barstool_bar_lean270__lh_on_bar__01__spill_drink__02,1
base\quest\testgym\meethanako.scenesolution,q115_00b_furious_johnny,sit_barstool_bar_lean270__lh_on_bar__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_furious_johnny,stand__2h_front__01__to__stand__rh_gun_ready__01,2
base\quest\testgym\meethanako.scenesolution,q115_00b_furious_johnny,johnny__stand__lh_cigarette__aggressive__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_guard_02_backtopose,fpp_idle_stand,2
base\quest\testgym\meethanako.scenesolution,q115_00b_guard_02_backtopose,stand__rh_gun_ready__01__to__stand__2h_front__01,2
base\quest\testgym\meethanako.scenesolution,q115_00b_v_is_fine,sit_barstool_bar_lean270__lh_on_bar__wipe_nose__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_v_is_fine,sit_barstool_bar_lean270__lh_on_bar__01__to__sit_barstool_bar_lean270__lh_on_bar__wipe_nose__01__turn0__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_v_is_not_good,sit_barstool_bar_lean270__lh_on_bar__wipe_nose__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_v_is_not_good,sit_barstool_bar_lean270__lh_on_bar__01__to__sit_barstool_bar_lean270__lh_on_bar__wipe_nose__01__turn0__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_angry_johnny,sit_barstool_bar_lean270__lh_on_bar__wipe_nose__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_angry_johnny,sit_barstool_bar_lean270__lh_on_bar__01__to__sit_barstool_bar_lean270__lh_on_bar__wipe_nose__01__turn0__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_power_fluff,stand_bar_lean0__2h_on_bar__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_19,walk_0__to__stand__2h_back__01__turn90__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_19,fpp_idle_stand,1
base\quest\testgym\meethanako.scenesolution,q115_00b_27,sit_barstool_bar_lean270__lh_on_bar__wipe_nose__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_27,sit_barstool_bar_lean270__lh_on_bar__01__to__sit_barstool_bar_lean270__lh_on_bar__wipe_nose__01__turn0__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_walking_into_frame_02,q110__walk__to__johnny__stand__lh_cigarette__aggressive__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_walking_into_frame_02,fpp_idle_stand,1
base\quest\testgym\meethanako.scenesolution,q115_00b_09,johnny__stand__lh_cigarette__aggressive__01__conversation_step__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_09,johnny__stand__lh_cigarette__aggressive__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_power_conclusion,johnny__stand_bar_lean0__2h_on_bar__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_guard_01_ending_scenespot,stand__2h_on_sides__01__to__stand__2h_front__01__turn0__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_guard_01_ending_scenespot,fpp_idle_stand,2
base\quest\testgym\meethanako.scenesolution,q115_00b_guard_01_ending_scenespot,walk_0__to__stand__2h_on_sides__01__turn180r__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_37,hanako__sit_barstool_bar_lean90__rh_on_bar_legs_crossed__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_37,q115__hanako_goes_to_bar__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_38,hanako__sit_barstool_bar_lean90__rh_on_bar_legs_crossed__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_38,q115__hanako_goes_to_bar__03,1
base\quest\testgym\meethanako.scenesolution,q115_00b_guard_cheeky_move,fpp_idle_stand,2
base\quest\testgym\meethanako.scenesolution,q115_00b_guard_cheeky_move,stand__2h_front__01__to__stand__2h_front__01__turn270__01,2
base\quest\testgym\meethanako.scenesolution,q115_00b_guard_to_hanako,stand__2h_on_sides__01__to__stand__2h_front__01__turn0__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_guard_to_hanako,fpp_idle_stand,2
base\quest\testgym\meethanako.scenesolution,q115_00b_guard_to_hanako,walk_0__to__stand__2h_on_sides__01__turn180r__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_by_the_window,walk_0__to__hanako__stand__2h_front__01__turn0__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_by_the_window,fpp_idle_stand,1
base\quest\testgym\meethanako.scenesolution,q115_00b_33,hanako__stand__2h_front__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_walking_into_frame,q110__walk_0__to__johnny__stand__lh_pocket__01__turn0__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_walking_into_frame,fpp_idle_stand,1
base\quest\testgym\meethanako.scenesolution,q115_00b_32,fpp_idle_stand,1
base\quest\testgym\meethanako.scenesolution,q115_00b_32,walk_0__to__stand__arms_crossed_front__01__turn270__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_guard_02_to_stand_hands_back,stand__2h_front__01__to__stand__2h_back__01__turn0__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_guard_02_to_stand_hands_back,fpp_idle_stand,1
base\quest\testgym\meethanako.scenesolution,q115_00b_39,hanako__stand__2h_front__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_sitting_idle,sit_barstool_bar_lean90__rh_on_bar_legs_crossed__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_by_the_stairs,sit_chair_lean0__2h_elbow_on_knees__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_guard_animations,stand__2h_front__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_guard_animations,stand__2h_front__01__conversation_step__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_beginning,hanako__stand__2h_front__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_furious_johnny,hanako__sit_barstool_bar_lean90__rh_on_bar_legs_crossed__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_furious_johnny,sit_barstool_bar_lean270__lh_on_bar__01__spill_drink__02,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_furious_johnny,sit_barstool_bar_lean270__lh_on_bar__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_furious_johnny,stand__2h_front__01__to__stand__rh_gun_ready__01,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_furious_johnny,stand__rh_gun_ready__01,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_furious_johnny,johnny__stand__lh_cigarette__aggressive__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_angry_johnny,sit_barstool_bar_lean270__lh_on_bar__wipe_nose__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_angry_johnny,sit_barstool_bar_lean270__lh_on_bar__01__to__sit_barstool_bar_lean270__lh_on_bar__wipe_nose__01__turn0__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_angry_johnny,johnny__stand__lh_cigarette__aggressive__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_nervous_johnny,sit_barstool_bar_lean270__lh_on_bar__wipe_nose__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_nervous_johnny,sit_barstool_bar_lean270__lh_on_bar__01__to__sit_barstool_bar_lean270__lh_on_bar__wipe_nose__01__turn0__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_nervous_johnny,johnny__stand__lh_cigarette__aggressive__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_is_fine,sit_barstool_bar_lean270__lh_on_bar__wipe_nose__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_is_fine,sit_barstool_bar_lean270__lh_on_bar__01__to__sit_barstool_bar_lean270__lh_on_bar__wipe_nose__01__turn0__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_is_not_good,sit_barstool_bar_lean270__lh_on_bar__wipe_nose__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_is_not_good,sit_barstool_bar_lean270__lh_on_bar__01__to__sit_barstool_bar_lean270__lh_on_bar__wipe_nose__01__turn0__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_mikoshi,johnny__stand_bar_lean0__2h_on_bar__01__shuffle__02,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_mikoshi,johnny__stand_bar_lean0__2h_on_bar__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_mikoshi,hanako__sit_barstool_bar_lean90__rh_on_bar_legs_crossed__01,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_mikoshi,q115__hanako_goes_to_bar__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_mikoshi,hanako__sit_barstool_bar_lean90__rh_on_bar_legs_crossed__01__sip_drink__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_nervous,hanako__stand__2h_front__01,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_rather_not_offert,stand__2h_front__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_rather_not_offert,stand__2h_back__01__to__stand__2h__front__01__turn0__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_good_offert,stand__2h_front__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_good_offert,stand__2h_back__01__to__stand__2h__front__01__turn0__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_conclusion,bouncer__walk_0__to__stand__2h_back__01__turn90__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_conclusion,fpp_idle_stand,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_conclusion,johnny__stand_bar_lean0__2h_on_bar__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_power_fluff,stand_bar_lean0__2h_on_bar__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_blue_about_hanako,johnny__stand_bar_lean0__2h_on_bar__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_what_do_u_mean,hanako__stand__2h_front__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_angry_mean,hanako__stand__2h_front__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_disturbing_conlusion,johnny__stand_bar_lean0__2h_on_bar__01__shuffle__02,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_disturbing_conlusion,johnny__stand_bar_lean0__2h_on_bar__01,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_pissed,fpp_idle_stand,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_inital_pose,hanako__sit_chair_lean0__play_piano__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_sama,hanako__stand__2h_front__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_power_conclusion,johnny__stand_bar_lean0__2h_on_bar__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_pissed_02,fpp_idle_stand,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_relax_johnny,fpp_idle_stand,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_no_love_for_corpo,fpp_idle_stand,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_drinking,sit_barstool_bar_lean270__lh_on_bar__02,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_drinking,sit_barstool_bar_lean270__lh_on_bar__01__sip_drink__02,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_player_sitting_animation,sit_barstool_bar_lean270__lh_on_bar__02,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_player_sitting_animation,stand__2h_on_sides__01__to__sit_barstool_bar_lean270__lh_on_bar__02__turn45__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_street_guard_movement,stand__2h_front__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_street_guard_movement,stand__2h_front__01__two_step_left__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_walking_into_frame,q110__walk_0__to__johnny__stand__lh_pocket__01__turn0__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_walking_into_frame,fpp_idle_stand,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_walking_into_frame_02,q110__walk__to__johnny__stand__lh_cigarette__aggressive__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_walking_into_frame_02,fpp_idle_stand,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_idle_sitting_in_the_back,johnny__sit_chair_lean180__arms_legs_crossed__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_idle_sitting_in_the_back,sit_chair_lean0__2h_elbow_on_knees__01__to__johnny__sit_chair_lean180__arms_legs_crossed__01__turn0__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_stopping_scenespots,hanako__sit_barstool_bar_lean90__rh_on_bar_legs_crossed__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_stopping_scenespots,johnny__stand__lh_cigarette__aggressive__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_stopping_scenespots,johnny__stand_bar_lean0__2h_on_bar__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_animations,stand__2h_front__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_animations,stand__2h_front__01__conversation_step__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_09,johnny__stand__lh_cigarette__aggressive__01__conversation_step__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_09,fpp_idle_stand,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_02_moving_back,stand__2h_front__01__two_step_right__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_02_moving_back,stand__2h_front__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_02_moving_back,fpp_idle_stand,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_02_moving_back,stand__2h_back__01__to__stand__2h_back__01__turn45__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_02_to_stand_hands_back,stand__2h_back__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_02_to_stand_hands_back,stand__2h_front__01__to__stand__2h_back__01__turn0__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_02_ending_scenespot,walk_0__to__stand__2h_back__01__turn90__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_02_ending_scenespot,fpp_idle_stand,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_01_ending_scenespot,stand__2h_front__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_01_ending_scenespot,fpp_idle_stand,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_01_ending_scenespot,walk_0__to__stand__2h_on_sides__01__turn180r__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_01_ending_scenespot,stand__2h_on_sides__01__to__stand__2h_front__01__turn0__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_02_backtopose,stand__2h_front__01,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_02_backtopose,stand__rh_gun_ready__01__to__stand__2h_front__01,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_pose,hanako__stand__2h_front__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_pose,hanako__sit_chair_lean0__play_piano__01__to__hanako__stand__2h_front__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_by_the_stairs,sit_chair_lean0__2h_elbow_on_knees__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_by_the_window,walk_0__to__hanako__stand__2h_front__01__turn0__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_by_the_window,fpp_idle_stand,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guards_scenespots,stand__2h_back__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guards_scenespots,stand__2h_back__01__to__step_front__01__turn0__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_11,stand__2h_back__01__to__stand__2h_back__01__turn315__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_11,fpp_idle_stand,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_NEW_about_yorinobu,hanako__stand__2h_front__01,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_shock,fpp_idle_stand,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_conclusion,hanako__stand__2h_front__01,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_family,hanako__stand__2h_front__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_family_answer,hanako__stand__2h_front__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_common_section,hanako__stand__2h_front__01,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_to_hanako,fpp_idle_stand,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_to_hanako,stand__2h_on_sides__01__to__stand__2h_front__01__turn0__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_to_hanako,stand__2h_on_sides__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_to_hanako,walk_0__to__stand__2h_on_sides__01__turn180r__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_cheeky_move,fpp_idle_stand,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_cheeky_move,stand__2h_front__01__to__stand__2h_front__01__turn270__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_block_door_anim,stand__2h_front__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_block_door_anim,stand__2h_front__01__two_step_right__02__forward,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_sitting_idle,fpp_idle_stand,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_sitting_idle,fpp_idle_stand,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_pose_preview,hanako__stand__2h_front__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_17,fpp_idle_stand,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_17,walk_0__to__stand__2h_front__01__turn0__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_19,walk_0__to__stand__2h_back__01__turn90__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_19,fpp_idle_stand,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_22,walk_0__to__stand__2h_front__01__turn90__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_22,fpp_idle_stand,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_23,walk_0__to__stand__2h_front__01__turn270__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_23,fpp_idle_stand,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_sama_faster,hanako__stand__2h_front__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_by_the_bar,johnny__stand_bar_lean0__2h_on_bar__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_27,sit_barstool_bar_lean270__lh_on_bar__wipe_nose__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_27,sit_barstool_bar_lean270__lh_on_bar__01__to__sit_barstool_bar_lean270__lh_on_bar__wipe_nose__01__turn0__01,1
