场景路径,段落名称,动画名称,使用次数
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_idle_sitting_in_the_back,johnny__sit_chair_lean180__arms_legs_crossed__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_idle_sitting_in_the_back,sit_chair_lean0__2h_elbow_on_knees__01__to__johnny__sit_chair_lean180__arms_legs_crossed__01__turn0__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_reaction,emotional_gesture__annoyed__male__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_reaction,johnny__sit_chair_lean180__arms_legs_crossed__01__facepalm__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_sama_faster,hanako__stand__2h_front__01__sigh__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_sama_faster,hanako__stand__2h_front__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_sama_faster,fpp_idle_stand,1
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_sama,hanako__stand__2h_front__01__sigh__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_sama,hanako__stand__2h_front__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_NEW_about_yorinobu,hanako__stand__2h_front__01__sing__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_NEW_about_yorinobu,None,6
base\quest\testgym\meethanako.scenesolution,q115_00b_NEW_about_yorinobu,fpp_idle_stand,2
base\quest\testgym\meethanako.scenesolution,q115_00b_NEW_about_yorinobu,johnny__sit_chair_lean180__arms_legs_crossed__01__deep_breath__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_NEW_about_yorinobu,glance__looking_down_thinking__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_family_answer,yes__sad__female__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_family_answer,johnny__sit_chair_lean180__arms_legs_crossed__01__laugh__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_family_answer,glance__looking_down_thinking__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_family_answer,fpp_idle_stand,1
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_pissed,None,3
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_pissed,johnny__stand__lh_pocket__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_relax_johnny,None,3
base\quest\testgym\meethanako.scenesolution,q115_00b_relax_johnny,johnny__stand__lh_pocket__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_pissed_02,None,3
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_pissed_02,johnny__stand__lh_pocket__01__look_left__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_pissed_02,fpp_idle_stand,1
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_inital_pose2,None,3
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_inital_pose2,hanako__sit_chair_lean0__play_piano__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_262,fpp_idle_stand,1
base\quest\testgym\meethanako.scenesolution,q115_00b_no_love_for_corpo_01,None,3
base\quest\testgym\meethanako.scenesolution,q115_00b_no_love_for_corpo_01,fpp_idle_stand,1
base\quest\testgym\meethanako.scenesolution,q115_00b_time,glance__looking_down_thinking__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_conclusion,glance__looking_down__female__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_conclusion,no__firm__female__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_conclusion,fpp_idle_stand,2
base\quest\testgym\meethanako.scenesolution,q115_00b_conclusion,hanako__stand__2h_front__01__rub_hands__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_conclusion,hanako__stand__2h_front__01__talk__03,1
base\quest\testgym\meethanako.scenesolution,q115_00b_family_answer_01,yes__sad__female__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_family_answer_01,johnny__sit_chair_lean180__arms_legs_crossed__01__laugh__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_family_answer_01,glance__looking_down_thinking__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_family_answer_01,fpp_idle_stand,1
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_beginning,johnny__sit_chair_lean180__arms_legs_crossed__01__deep_breath__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_beginning,hanako__stand__2h_front__01__sing__03,1
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_beginning,no__firm__female__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_beginning,fpp_idle_stand,1
base\quest\testgym\meethanako.scenesolution,q115_00b_ym mo,glance__looking_down_thinking__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_common_section,yes__firm__female__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_common_section,hanako__stand__2h_front__01__shuffle__02,1
base\quest\testgym\meethanako.scenesolution,q115_00b_common_section,fpp_idle_stand,2
base\quest\testgym\meethanako.scenesolution,q115_00b_common_section,hanako__stand__2h_front__01__sing__04,1
base\quest\testgym\meethanako.scenesolution,q115_00b_common_section,glance__looking_down__female__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_common_section,hanako__stand__2h_front__01__sigh__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_common_section,glance__looking_left__female__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_cut_to_the_chase,emotional_gesture__disappointed__female__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_soulkiller_do_you_have,hanako__stand__2h_front__01__talk__02,1
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_comment_02,johnny__sit_chair_lean180__arms_legs_crossed__01__lean_forward__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_let_me_hear,other_gesture__asymmetrical_smile__male__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_let_me_hear,johnny__stand_bar_lean0__2h_on_bar__01__shuffle__03,1
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_nervous,glance__looking_down__female__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_nervous,hanako__stand__2h_front__01__sigh__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_nervous,fpp_idle_stand,2
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_nervous,hanako__stand__2h_front__01__talk__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_nervous,glance__look_around__01,2
base\quest\testgym\meethanako.scenesolution,q115_00b_what_do_u_mean,glance__looking_down__female__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_what_do_u_mean,fpp_idle_stand,1
base\quest\testgym\meethanako.scenesolution,q115_00b_what_do_u_mean,hanako__stand__2h_front__01__rh_flick__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_what_do_u_mean,idle_gesture_cm__smile_short__female__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_what_do_u_mean,hanako__stand__2h_front__01__talk__03,1
base\quest\testgym\meethanako.scenesolution,q115_00b_angry_mean,None,6
base\quest\testgym\meethanako.scenesolution,q115_00b_angry_mean,glance__looking_down__female__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_angry_mean,hanako__stand__2h_front__01__sigh__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_angry_mean,hanako__stand__2h_front__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_angry_mean,idle_gesture_cm__smile_short__female__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_angry_mean,hanako__stand__2h_front__01__talk__03,1
base\quest\testgym\meethanako.scenesolution,q115_00b_mikoshi,None,6
base\quest\testgym\meethanako.scenesolution,q115_00b_mikoshi,yes__sad__female__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_mikoshi,johnny__stand_bar_lean0__2h_on_bar__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_mikoshi,other_gesture__smile__female__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_mikoshi,q115__hanako_goes_to_bar__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_mikoshi,additive__closed_eyes__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_mikoshi,hanako__sit_barstool_bar_lean90__rh_on_bar_legs_crossed__01,2
base\quest\testgym\meethanako.scenesolution,q115_00b_mikoshi,hanako__sit_barstool_bar_lean90__rh_on_bar_legs_crossed__01__sip_drink__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_mikoshi,hanako__stand__2h_front__01__take_you__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_mikoshi,johnny__stand_bar_lean0__2h_on_bar__01__shuffle__02,1
base\quest\testgym\meethanako.scenesolution,q115_00b_36,q115__hanako_goes_to_bar__02,1
base\quest\testgym\meethanako.scenesolution,q115_00b_36,hanako__sit_barstool_bar_lean90__rh_on_bar_legs_crossed__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_comment_03,None,3
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_comment_03,johnny__stand_bar_lean0__2h_on_bar__01__talk__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_disturbing_conlusion,emotional_gesture__annoyed__male__02,1
base\quest\testgym\meethanako.scenesolution,q115_00b_disturbing_conlusion,johnny__stand_bar_lean0__2h_on_bar__01__shuffle__02,1
base\quest\testgym\meethanako.scenesolution,q115_00b_disturbing_conlusion,johnny__stand_bar_lean0__2h_on_bar__01,2
base\quest\testgym\meethanako.scenesolution,q115_00b_stopping_scenespots,hanako__sit_barstool_bar_lean90__rh_on_bar_legs_crossed__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_stopping_scenespots,other_gesture__false_smile__female__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_stopping_scenespots,johnny__stand__lh_cigarette__aggressive__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_stopping_scenespots,johnny__stand_bar_lean0__2h_on_bar__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_drinking,None,3
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_drinking,hanako__sit_barstool_bar_lean90__rh_on_bar_legs_crossed__01__sip_drink__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_drinking,additive__closed_eyes__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_my_brother,None,3
base\quest\testgym\meethanako.scenesolution,q115_00b_player_sitting_animation,sit_barstool_bar_lean270__lh_on_bar__02,1
base\quest\testgym\meethanako.scenesolution,q115_00b_player_sitting_animation,stand__2h_on_sides__01__to__sit_barstool_bar_lean270__lh_on_bar__02__turn45__01,1
base\quest\testgym\meethanako.scenesolution,TestSectionConOne,q115__hanako_goes_to_bar__02,1
base\quest\testgym\meethanako.scenesolution,TestSectionConTwo,hanako__sit_barstool_bar_lean90__rh_on_bar_legs_crossed__01,1
base\quest\testgym\meethanako.scenesolution,TestSectionConTwo,hanako__stand__2h_front__01__to__kneel_lean0__lh_on_head__01__turn0__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_comment_04,add__stand_table_lean0__2h_on_table__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_comment_04,None,1
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_comment_04,emotional_gesture__contempt__male__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_comment_04,stand_table_lean0__2h_on_table__01,1
base\quest\testgym\meethanako.scenesolution,facial_animation_01,glance__look_around__01,1
base\quest\testgym\meethanako.scenesolution,facial_animation_02,glance__looking_down_thinking__01,1
base\quest\testgym\meethanako.scenesolution,facial_animation_03,glance__right_45_procesing_info__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_35,johnny__stand__lh_cigarette__aggressive__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_kill_brother,glance__looking_down__female__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_business_of_arasakas,None,3
base\quest\testgym\meethanako.scenesolution,q115_00b_business_of_arasakas,yes__firm__female__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_business_of_arasakas,glance__looking_down__female__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_what_hanako,yes__firm__female__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_what_hanako,glance__looking_down_thinking__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_what_hanako,hanako__sit_barstool_bar_lean90__rh_on_bar_legs_crossed__01__talk__08,1
base\quest\testgym\meethanako.scenesolution,q115_00b_v_drinking,sit_barstool_bar_lean270__lh_on_bar__02,1
base\quest\testgym\meethanako.scenesolution,q115_00b_v_drinking,sit_barstool_bar_lean270__lh_on_bar__01__sip_drink__02,1
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_conclusion,None,9
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_conclusion,johnny__stand_bar_lean0__2h_on_bar__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_conclusion,hanako__sit_barstool_bar_lean90__rh_on_bar_legs_crossed__01__gesture__02,1
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_conclusion,glance__looking_down__female__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_conclusion,fpp_idle_stand,2
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_conclusion,johnny__stand_bar_lean0__2h_on_bar__01__shuffle__03,1
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_conclusion,stand__2h_back__01__shuffle__04,1
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_conclusion,johnny__stand__lh_cigarette__aggressive__01__puff__06,1
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_conclusion,johnny__stand_bar_lean0__2h_on_bar__01__shuffle__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_conclusion,stand__2h_back__01__to__walk_0__turn0__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_conclusion,bouncer__walk_0__to__stand__2h_back__01__turn90__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_17,fpp_idle_stand,1
base\quest\testgym\meethanako.scenesolution,q115_00b_17,walk_0__to__stand__2h_front__01__turn0__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_40,stand__2h_front__01__to__walk_0__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_40,fpp_idle_stand,2
base\quest\testgym\meethanako.scenesolution,q115_00b_22,walk_0__to__stand__2h_front__01__turn90__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_22,fpp_idle_stand,1
base\quest\testgym\meethanako.scenesolution,q115_00b_good_offert,None,3
base\quest\testgym\meethanako.scenesolution,q115_00b_good_offert,fpp_idle_stand,1
base\quest\testgym\meethanako.scenesolution,q115_00b_good_offert,glance__left_45_procesing_info__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_good_offert,johnny__stand_bar_lean0__2h_on_bar__01__listening__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_good_offert,yes__subtle__female__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_good_offert,stand__2h_back__01__to__stand__2h__front__01__turn0__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_good_offert,hanako__sit_barstool_bar_lean90__rh_on_bar_legs_crossed__01__nervous_tap__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_rather_not_offert,None,3
base\quest\testgym\meethanako.scenesolution,q115_00b_rather_not_offert,stand__2h_back__01__to__stand__2h__front__01__turn0__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_rather_not_offert,phrasal_gesture__what_do_you_want__female__02,1
base\quest\testgym\meethanako.scenesolution,q115_00b_rather_not_offert,johnny__stand_bar_lean0__2h_on_bar__01__talk__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_rather_not_offert,johnny__stand_bar_lean0__2h_on_bar__01__shuffle__05,1
base\quest\testgym\meethanako.scenesolution,q115_00b_rather_not_offert,stand__2h_front__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_nervous_johnny,None,3
base\quest\testgym\meethanako.scenesolution,q115_00b_nervous_johnny,johnny__stand_bar_lean0__2h_on_bar__01__shuffle__02,1
base\quest\testgym\meethanako.scenesolution,q115_00b_nervous_johnny,fpp_idle_stand,2
base\quest\testgym\meethanako.scenesolution,q115_00b_nervous_johnny,sit_barstool_bar_lean270__lh_on_bar__01__to__sit_barstool_bar_lean270__lh_on_bar__wipe_nose__01__turn0__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_nervous_johnny,johnny__stand__lh_cigarette__aggressive__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_nervous_johnny,phrasal_gesture__what__female__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_nervous_johnny,hanako__sit_barstool_bar_lean90__rh_on_bar_legs_crossed__01__point_nose__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_furious_johnny,hanako__sit_barstool_bar_lean90__rh_on_bar_legs_crossed__01__stop__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_furious_johnny,None,3
base\quest\testgym\meethanako.scenesolution,q115_00b_furious_johnny,fpp_idle_stand,3
base\quest\testgym\meethanako.scenesolution,q115_00b_furious_johnny,johnny__stand__lh_cigarette__aggressive__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_furious_johnny,hanako__sit_barstool_bar_lean90__rh_on_bar_legs_crossed__01__flick__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_furious_johnny,hanako__sit_barstool_bar_lean90__rh_on_bar_legs_crossed__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_furious_johnny,johnny__stand_bar_lean0__2h_on_bar__01__to__walk_0__turn45__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_furious_johnny,sit_barstool_bar_lean270__lh_on_bar__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_furious_johnny,sit_barstool_bar_lean270__lh_on_bar__01__spill_drink__02,1
base\quest\testgym\meethanako.scenesolution,q115_00b_furious_johnny,stand__2h_front__01__to__stand__rh_gun_ready__01,2
base\quest\testgym\meethanako.scenesolution,q115_00b_guard_02_backtopose,None,6
base\quest\testgym\meethanako.scenesolution,q115_00b_guard_02_backtopose,fpp_idle_stand,2
base\quest\testgym\meethanako.scenesolution,q115_00b_guard_02_backtopose,stand__rh_gun_ready__01__to__stand__2h_front__01,2
base\quest\testgym\meethanako.scenesolution,q115_00b_v_is_fine,sit_barstool_bar_lean270__lh_on_bar__wipe_nose__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_v_is_fine,None,3
base\quest\testgym\meethanako.scenesolution,q115_00b_v_is_fine,sit_barstool_bar_lean270__lh_on_bar__01__to__sit_barstool_bar_lean270__lh_on_bar__wipe_nose__01__turn0__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_v_is_fine,hanako__sit_barstool_bar_lean90__rh_on_bar_legs_crossed__01__point_nose__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_v_is_not_good,None,3
base\quest\testgym\meethanako.scenesolution,q115_00b_v_is_not_good,sit_barstool_bar_lean270__lh_on_bar__wipe_nose__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_v_is_not_good,sit_barstool_bar_lean270__lh_on_bar__01__to__sit_barstool_bar_lean270__lh_on_bar__wipe_nose__01__turn0__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_v_is_not_good,hanako__sit_barstool_bar_lean90__rh_on_bar_legs_crossed__01__point_nose__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_angry_johnny,None,3
base\quest\testgym\meethanako.scenesolution,q115_00b_angry_johnny,johnny__stand_bar_lean0__2h_on_bar__01__shuffle__02,1
base\quest\testgym\meethanako.scenesolution,q115_00b_angry_johnny,fpp_idle_stand,1
base\quest\testgym\meethanako.scenesolution,q115_00b_angry_johnny,sit_barstool_bar_lean270__lh_on_bar__01__to__sit_barstool_bar_lean270__lh_on_bar__wipe_nose__01__turn0__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_angry_johnny,phrasal_gesture__what__female__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_angry_johnny,hanako__sit_barstool_bar_lean90__rh_on_bar_legs_crossed__01__point_nose__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_angry_johnny,sit_barstool_bar_lean270__lh_on_bar__wipe_nose__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_power_fluff,None,6
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_power_fluff,glance__left_45_procesing_info__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_power_fluff,glance__looking_down__male__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_power_fluff,glance__looking_down__female__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_power_fluff,no__firm__female__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_power_fluff,stand_bar_lean0__2h_on_bar__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_power_fluff,hanako__sit_barstool_bar_lean90__rh_on_bar_legs_crossed__01__nervous_tap__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_power_fluff,q115_hanako__sit_barstool_bar_lean90__rh_on_bar_legs_crossed__01__sip_drink__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_v_getting_out,None,3
base\quest\testgym\meethanako.scenesolution,q115_00b_v_getting_out,hanako__sit_barstool_bar_lean90__rh_on_bar_legs_crossed__01__talk__07,1
base\quest\testgym\meethanako.scenesolution,q115_00b_18,stand__2h_front__01__to__walk_0__turn180l__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_18,fpp_idle_stand,1
base\quest\testgym\meethanako.scenesolution,q115_00b_19,walk_0__to__stand__2h_back__01__turn90__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_19,fpp_idle_stand,1
base\quest\testgym\meethanako.scenesolution,q115_00b_27,sit_barstool_bar_lean270__lh_on_bar__wipe_nose__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_27,sit_barstool_bar_lean270__lh_on_bar__01__to__sit_barstool_bar_lean270__lh_on_bar__wipe_nose__01__turn0__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_v_getting_from_the_bar_animation,None,3
base\quest\testgym\meethanako.scenesolution,q115_00b_v_getting_from_the_bar_animation,sit_barstool_bar_lean270__lh_on_bar__wipe_nose__01__to__sit_barstool_bar_lean270__lh_on_bar__01__turn0__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_v_getting_from_the_bar_animation,sit_barstool_bar_lean270__lh_on_bar__02__to__stand__2h_on_sides__01__turn90__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_v_getting_from_the_bar_animation,fpp_idle_stand,1
base\quest\testgym\meethanako.scenesolution,q115_00b_inside_fluff,None,6
base\quest\testgym\meethanako.scenesolution,q115_00b_inside_fluff,yes__firm__female__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_inside_fluff,hanako__sit_barstool_bar_lean90__rh_on_bar_legs_crossed__01__talk__07,1
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_walking_into_frame_02,q110__walk__to__johnny__stand__lh_cigarette__aggressive__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_walking_into_frame_02,fpp_idle_stand,1
base\quest\testgym\meethanako.scenesolution,q115_00b_09,johnny__stand__lh_cigarette__aggressive__01__conversation_step__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_09,johnny__stand__lh_cigarette__aggressive__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_v_doesnt_get_it,None,3
base\quest\testgym\meethanako.scenesolution,q115_00b_v_doesnt_get_it,hanako__sit_barstool_bar_lean90__rh_on_bar_legs_crossed__01__talk__07,1
base\quest\testgym\meethanako.scenesolution,q115_00b_blue_about_hanako,phrasal_gesture__maybe__female__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_blue_about_hanako,hanako__sit_barstool_bar_lean90__rh_on_bar_legs_crossed__01__sip_drink__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_blue_about_hanako,additive__closed_eyes__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_blue_about_hanako,glance__looking_down__male__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_power_conclusion,None,3
base\quest\testgym\meethanako.scenesolution,q115_00b_power_conclusion,johnny__stand_bar_lean0__2h_on_bar__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_guard_01_ending_scenespot,stand__2h_on_sides__01__to__stand__2h_front__01__turn0__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_guard_01_ending_scenespot,fpp_idle_stand,2
base\quest\testgym\meethanako.scenesolution,q115_00b_guard_01_ending_scenespot,walk_0__to__stand__2h_on_sides__01__turn180r__01,1
base\quest\testgym\meethanako.scenesolution,q115_00b_15,stand__2h_back__01__to__walk_0__turn270__01,2
base\quest\testgym\meethanako.scenesolution,q115_00b_15,fpp_idle_stand,2
base\quest\testgym\meethanako.scenesolution,q115_00b_37,hanako__sit_barstool_bar_lean90__rh_on_bar_legs_crossed__01,1
